[Row 212] Task B: ΔMain-lobe=99.72 dB, HPBW_elev≈5.25°, HPBW_az≈1.67°, SLL=-0.9 dB
[Row 213] Task B: ΔMain-lobe=102.74 dB, HPBW_elev≈16.33°, HPBW_az≈16.12°, SLL=-6.7 dB
[Row 214] Task B: ΔMain-lobe=119.38 dB, HPBW_elev≈8.47°, HPBW_az≈18.72°, SLL=-5.4 dB
[Row 215] Task B: ΔMain-lobe=115.85 dB, HPBW_elev≈9.17°, HPBW_az≈15.75°, SLL=-5.6 dB
[Row 216] Task B: ΔMain-lobe=90.97 dB, HPBW_elev≈18.05°, HPBW_az≈15.92°, SLL=-0.0 dB
[Row 217] Task B: ΔMain-lobe=140.18 dB, HPBW_elev≈17.75°, HPBW_az≈4.20°, SLL=-4.7 dB
[Row 218] Task B: ΔMain-lobe=81.23 dB, HPBW_elev≈6.62°, HPBW_az≈11.50°, SLL=-0.6 dB
[Row 219] Task B: ΔMain-lobe=74.84 dB, HPBW_elev≈19.92°, HPBW_az≈11.75°, SLL=-0.9 dB
[Row 220] Task B: ΔMain-lobe=61.80 dB, HPBW_elev≈17.92°, HPBW_az≈14.65°, SLL=-13.6 dB
[Row 221] Task B: ΔMain-lobe=135.31 dB, HPBW_elev≈5.35°, HPBW_az≈18.25°, SLL=-5.2 dB
[Row 222] Task B: ΔMain-lobe=111.73 dB, HPBW_elev≈18.98°, HPBW_az≈18.45°, SLL=-0.2 dB
[Row 223] Task B: ΔMain-lobe=114.95 dB, HPBW_elev≈10.42°, HPBW_az≈10.00°, SLL=-3.4 dB
[Row 224] Task B: ΔMain-lobe=100.30 dB, HPBW_elev≈20.00°, HPBW_az≈15.85°, SLL=-0.6 dB
[Row 225] Task B: ΔMain-lobe=122.25 dB, HPBW_elev≈12.70°, HPBW_az≈13.65°, SLL=-2.5 dB
[Row 226] Task B: ΔMain-lobe=117.31 dB, HPBW_elev≈14.60°, HPBW_az≈17.45°, SLL=-0.1 dB
[Row 227] Task B: ΔMain-lobe=80.93 dB, HPBW_elev≈9.93°, HPBW_az≈17.70°, SLL=-0.3 dB
[Row 228] Task B: ΔMain-lobe=86.65 dB, HPBW_elev≈6.88°, HPBW_az≈16.92°, SLL=-14.5 dB
[Row 229] Task B: ΔMain-lobe=121.38 dB, HPBW_elev≈20.00°, HPBW_az≈16.57°, SLL=-0.0 dB
[Row 230] Task B: ΔMain-lobe=105.63 dB, HPBW_elev≈6.45°, HPBW_az≈6.55°, SLL=-0.3 dB
[Row 231] Task B: ΔMain-lobe=92.63 dB, HPBW_elev≈5.80°, HPBW_az≈9.15°, SLL=-11.1 dB
[Row 232] Task B: ΔMain-lobe=128.87 dB, HPBW_elev≈14.45°, HPBW_az≈20.00°, SLL=-0.1 dB
[Row 233] Task B: ΔMain-lobe=143.49 dB, HPBW_elev≈8.65°, HPBW_az≈10.35°, SLL=-0.0 dB
[Row 234] Task B: ΔMain-lobe=109.26 dB, HPBW_elev≈14.62°, HPBW_az≈14.62°, SLL=-0.0 dB
[Row 235] Task B: ΔMain-lobe=133.94 dB, HPBW_elev≈12.70°, HPBW_az≈20.00°, SLL=-6.7 dB
[Row 236] Task B: ΔMain-lobe=118.41 dB, HPBW_elev≈4.47°, HPBW_az≈3.12°, SLL=-2.9 dB
[Row 237] Task B: ΔMain-lobe=113.78 dB, HPBW_elev≈2.62°, HPBW_az≈1.62°, SLL=-6.8 dB
[Row 238] Task B: ΔMain-lobe=121.25 dB, HPBW_elev≈15.12°, HPBW_az≈8.83°, SLL=-4.5 dB
[Row 239] Task B: ΔMain-lobe=93.14 dB, HPBW_elev≈20.00°, HPBW_az≈14.10°, SLL=-5.0 dB
[Row 240] Task B: ΔMain-lobe=121.46 dB, HPBW_elev≈3.67°, HPBW_az≈9.38°, SLL=-5.4 dB
[Row 241] Task B: ΔMain-lobe=90.87 dB, HPBW_elev≈4.65°, HPBW_az≈1.90°, SLL=-0.8 dB
[Row 242] Task B: ΔMain-lobe=117.47 dB, HPBW_elev≈14.80°, HPBW_az≈11.80°, SLL=-8.7 dB
[Row 243] Task B: ΔMain-lobe=89.78 dB, HPBW_elev≈16.27°, HPBW_az≈15.85°, SLL=-6.5 dB
[Row 244] Task B: ΔMain-lobe=106.15 dB, HPBW_elev≈18.92°, HPBW_az≈2.57°, SLL=-0.1 dB
[Row 245] Task B: ΔMain-lobe=91.64 dB, HPBW_elev≈20.00°, HPBW_az≈4.62°, SLL=-0.5 dB
[Row 246] Task B: ΔMain-lobe=98.00 dB, HPBW_elev≈20.00°, HPBW_az≈6.00°, SLL=-0.7 dB
[Row 247] Task B: ΔMain-lobe=101.23 dB, HPBW_elev≈20.00°, HPBW_az≈5.65°, SLL=-7.5 dB
[Row 248] Task B: ΔMain-lobe=122.04 dB, HPBW_elev≈10.22°, HPBW_az≈3.70°, SLL=-9.2 dB
[Row 249] Task B: ΔMain-lobe=111.88 dB, HPBW_elev≈15.45°, HPBW_az≈8.02°, SLL=-8.2 dB
[Row 250] Task B: ΔMain-lobe=104.48 dB, HPBW_elev≈4.22°, HPBW_az≈18.03°, SLL=-2.2 dB
[Row 251] Task B: ΔMain-lobe=111.81 dB, HPBW_elev≈7.30°, HPBW_az≈14.25°, SLL=-0.4 dB
[Row 252] Task B: ΔMain-lobe=125.42 dB, HPBW_elev≈19.72°, HPBW_az≈10.12°, SLL=-9.2 dB
[Row 253] Task B: ΔMain-lobe=115.34 dB, HPBW_elev≈20.00°, HPBW_az≈1.72°, SLL=-26.1 dB
[Row 254] Task B: ΔMain-lobe=116.86 dB, HPBW_elev≈11.68°, HPBW_az≈4.95°, SLL=-0.7 dB
[Row 255] Task B: ΔMain-lobe=117.72 dB, HPBW_elev≈20.00°, HPBW_az≈20.00°, SLL=-17.3 dB
